Text,Marked,Labels
அறிவுநுட்பங்கள்,அறிவு + நுட்பங்கள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புத்துணை,அன்பு + துணை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவாய்வு,அறிவு + ஆய்வு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புஉழைப்பு,அன்பு + உழைப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுமுயற்சி,அறிவு + முயற்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புரையாடல்,அன்பு + உரையாடல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுசந்தை,அறிவு + சந்தை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புசோதனை,அன்பு + சோதனை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுத்தொழில்,அறிவு + தொழில், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புத்திறமை,அன்பு + திறமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுஉண்மை,அறிவு + உண்மை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புவழிகாட்டு,அன்பு + வழிகாட்டு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுஆளுமை,அறிவு + ஆளுமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புத்தேர்வு,அன்பு + தேர்வு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்பொருள்,அறிவு + பொருள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புபாதுகாப்பு,அன்பு + பாதுகாப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்புலமை,அறிவு + புலமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுநடைமுறை,அறிவு + நடைமுறை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புதிடக்கம்,அன்பு + திடக்கம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்போதனை,அறிவு + போதனை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புசேவை,அன்பு + சேவை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அன்புநிலைமை,அன்பு + நிலைமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுச்செயல்,அறிவு + செயல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புபக்தி,அன்பு + பக்தி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவானுபவம்,அறிவு + அனுபவம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புகனவு,அன்பு + கனவு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவுமுயற்சிகள்,அறிவு + முயற்சிகள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புவழக்கம்,அன்பு + வழக்கம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புநம்பிக்கை,அன்பு + நம்பிக்கை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுச்செயல்பாடு,அறிவு + செயல்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புஆற்றல்,அன்பு + ஆற்றல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுகாட்சி,அறிவு + காட்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புன்னுதல்,அன்பு + உன்னுதல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புத்தோழமை,அன்பு + தோழமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுத்துறை,அறிவு + துறை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அன்புஒழுக்கம்,அன்பு + ஒழுக்கம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்பொறுப்பு,அறிவு + பொறுப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புசமூகநிலை,அன்பு + சமூகநிலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுமனம்,அறிவு + மனம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அன்புப்பொது,அன்பு + பொது, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவுவடிவம்,அறிவு + வடிவம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புவிளக்கு,அன்பு + விளக்கு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுநீதி,அறிவு + நீதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அன்புஈடு,அன்பு + ஈடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
அறிவுப்புதுமை,அறிவு + புதுமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புமேம்பாடு,அன்பு + மேம்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்பண்பாடு,அறிவு + பண்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புசாதனை,அன்பு + சாதனை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுப்பணி,அறிவு + பணி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
அன்புசெயல்கள்,அன்பு + செயல்கள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுஉயர்வு,அறிவு + உயர்வு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புஒழுங்கு,அன்பு + ஒழுங்கு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுத்தொழில்நுட்பம்,அறிவு + தொழில்நுட்பம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புக்கருத்து,அன்பு + கருத்து, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுலகம்,அறிவு + உலகம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுமுன்னேற்றம்,அறிவு + முன்னேற்றம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புவாழ்வு,அன்பு + வாழ்வு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புமறுப்பு,அன்பு + மறுப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புசிறப்பு,அன்பு + சிறப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுமதிப்பு,அறிவு + மதிப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புஅறிவுரை,அன்பு + அறிவுரை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுஆக்கம்,அறிவு + ஆக்கம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுத்தரம்,அறிவு + தரம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அன்புஅமைதி,அன்பு + அமைதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுமாற்றம்,அறிவு + மாற்றம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புச்செயல்,அன்பு + செயல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புக்கொடை,அன்பு + கொடை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவுக்கற்பனை,அறிவு + கற்பனை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுநிலை,அறிவு + நிலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவுத்தோன்றல்,அறிவு + தோன்றல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புள்ளம்,அன்பு + உள்ளம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுச்செயலி,அறிவு + செயலி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புஉயர்வு,அன்பு + உயர்வு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுத்திட்டம்,அறிவு + திட்டம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புப்பண்பு,அன்பு + பண்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுப்பயணம்,அறிவு + பயணம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புப்பழக்கம்,அன்பு + பழக்கம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புபகுதி,அன்பு + பகுதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுஅமைப்பு,அறிவு + அமைப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புமொழி,அன்பு + மொழி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவுப்பழுது,அறிவு + பழுது, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புசாதனைகள்,அன்பு + சாதனைகள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுநிலைமை,அறிவு + நிலைமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புசெயல்பாடு,அன்பு + செயல்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுவழிகாட்டல்,அறிவு + வழிகாட்டல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்பரிமாற்றம்,அறிவு + பரிமாற்றம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுமேம்பாடு,அறிவு + மேம்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுக்கண்டுபிடிப்பு,அறிவு + கண்டுபிடிப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புசெயலாற்றல்,அன்பு + செயலாற்றல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுக்கருத்து,அறிவு + கருத்து, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புபாராட்டு,அன்பு + பாராட்டு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுத்திட்டமிடல்,அறிவு + திட்டமிடல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புத்தொழில்,அன்பு + தொழில், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுத்தெளிவு,அறிவு + தெளிவு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புஉபயோகமாக,அன்பு + உபயோகமாக, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுபயன்பாடு,அறிவு + பயன்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புத்தொடர்,அன்பு + தொடர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புக்காப்பு,அன்பு + காப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுநேர்மை,அறிவு + நேர்மை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்புனிதம்,அறிவு + புனிதம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புப்பயிற்சி,அன்பு + பயிற்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்பெதிர்ப்பு,அன்பு + எதிர்ப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புப்பரிவு,அன்பு + பரிவு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புவழக்கங்கள்,அன்பு + வழக்கங்கள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்பணிகள்,அறிவு + பணிகள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புஉறவுகள்,அன்பு + உறவுகள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுவிளம்பரம்,அறிவு + விளம்பரம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுமனநிலை,அறிவு + மனநிலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புத்தேர்ச்சி,அன்பு + தேர்ச்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்பொதுமை,அறிவு + பொதுமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புஅர்த்தம்,அன்பு + அர்த்தம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுச்சிந்தனை,அறிவு + சிந்தனை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புத்தத்துவம்,அன்பு + தத்துவம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புமூலாதாரம்,அன்பு + மூலாதாரம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுநிலைப்பாடு,அறிவு + நிலைப்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புவிதி,அன்பு + விதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவுஊடகம்,அறிவு + ஊடகம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புஅடக்கம்,அன்பு + அடக்கம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுஒழுங்கமைப்பு,அறிவு + ஒழுங்கமைப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுப்பொருத்தம்,அறிவு + பொருத்தம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புநறுமணம்,அன்பு + நறுமணம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுபயன்முறை,அறிவு + பயன்முறை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புக்கண்டனம்,அன்பு + கண்டனம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுத்தேர்ச்சிகள்,அறிவு + தேர்ச்சிகள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புப்பொறுப்பு,அன்பு + பொறுப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுஅன்பு,அறிவு + அன்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அன்புநன்மை,அன்பு + நன்மை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அறிவுஊக்கமாக,அறிவு + ஊக்கமாக, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புவளர்ப்பு,அன்பு + வளர்ப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுவெற்றிகரமான,அறிவு + வெற்றிகரமான, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புத்தொழில்முறை,அன்பு + தொழில்முறை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுத்தன்னம்பிக்கை,அறிவு + தன்னம்பிக்கை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுமனிதம்,அறிவு + மனிதம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறிவுஆற்றல்,அறிவு + ஆற்றல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அன்புமனசாட்சி,அன்பு + மனசாட்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவுக்கூட்டு,அறிவு + கூட்டு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
புலம்பயிற்சி,புலம் + பயிற்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சினமாவல்,சினம் + ஆவல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பகலுறக்கம்,பகல் + உறக்கம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கடலலை,கடல் + அலை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மலர்தூவி,மலர் + தூவி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வயல்நீர்,வயல் + நீர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
விதைய,விதை + உற்பத்தி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அவனணி,அவன் + அணை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
அளவுவகை,அளவு + வகை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மழைக்காலம்,மழை + காலம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வீடுசுவை,வீடு + சுவை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செயல் அளவு,செயல் + அளவு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பற்புறிப்பு,பல் + குறிப்பு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
கல்லுறுளை,கல் + உருளை, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மிதினிலை,மிதி + நிலை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
படத்தோற்றம்,படம் + தோற்றம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சுருள்பிணை,சுருள் + பிணை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
உயிர்வாழ்வு,உயிர் + வாழ்வு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
உலகக்காட்சி,உலகம் + காட்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
காயஅளவு,காயம் + அளவு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சூரியன் ஒளி,சூரியன் + ஒளி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கலக்கம்பிரிவு,கலக்கம் + பிரிவு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
உலகம்பாதை,உலகம் + பாதை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
காற்றுவாசனை,காற்று + வாசனை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
தண்ணீர்வாழ்,தண்ணீர் + வாழ், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
முதற்படி,முதல் + படி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
தாலபுகை,தலா + புகை, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
படையுத்தி,படை + உத்தி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அக்னியொளி,அக்னி + ஒளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பொதுவாகஅறிகுறி,பொதுவாக + அறிகுறி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கல்வியமைப்பு,கல்வி + அமைப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புப்பற்று,அன்பு + பற்று, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சொல்லம்கூறு,சொல்லம் + கூறு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
காணல்கலை,காணல் + கலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சுகம் வலியுறுத்தல்,சுகம் + வலியுறுத்தல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
விதி ஆணை,விதி + ஆணை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
செயல் சிதைவு,செயல் + சிதைவு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
கொள்கை முன்னேற்றம்,கொள்கை + முன்னேற்றம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பட்டியல் கட்டமைப்பு,பட்டியல் + கட்டமைப்பு, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
உறுதி நிலை,உறுதி + நிலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
உலகளாவிய பொருளாதாரம்,உலகளாவிய + பொருளாதாரம், NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
நகரம் குழாய்,நகரம் + குழாய், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சுடலநீர்,சுடலை + நீர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
விழிப்பார்வை,விழி + பார்வை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சிங்கங்குளோசு,சிங்கம் + குளோசு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அழகுக்காட்டி,அழகு + காட்டி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அமைப்புமுறை,அமைப்பு + முறை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலக்கணிப்பு,நிலம் + கணிப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
படிமம்தொகுப்பு,படிமம் + தொகுப்பு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
சொல்லமைப்பு,சொல் + அமைப்பு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
நோக்கம்குடிவு,நோக்கம் + முடிவு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பார்வை நேரம்,பார்வை + நேரம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
ஊராட்சி பயிற்சி,ஊராட்சி + பயிற்சி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சுதந்திரம் கொள்கை,சுதந்திரம் + கொள்கை, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பாடம்சேர்ந்த,பாடம் + பெற்று, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
நெரிசல்பிழை,நெரிசல் + பிழை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பண்புமுன்னேற்றம்,பண்பு + முன்னேற்றம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
செய்தியுரை,செய்தி + உரை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பிரதியஞ்சல்,பிரதி + அஞ்சல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பட்டம்வரிசை,பட்டம் + உற்பத்தி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
சூழல்குறிப்பு,சூழல் + குறிப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
உதவிமுனைவர்,உதவி + முனைவர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அண்டைப்பகுதி,அண்டை + பகுதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
புலத்திட்டம்,புலம் + திட்டம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
நோக்குநிலை,நோக்கு + நிலை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
முகஅழகு,முகம் + அழகு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
